field,operational_field,approved_debug_artifact_excluded,historical_missing_from_baseline_quickconfig,present_in_current_quickconfig,current_growth_since_baseline,authoritative_type,authoritative_default,authoritative_grid,authoritative_grid_source,authoritative_definition_selected,authoritative_definition_sites,inventory_sources,inventory_groups,catalog_present,family,required_npz_arrays,required_npz_arrays_basis,side_applicability,venue_applicability,timeframe_applicability,existing_vector_read,existing_vector_read_sites,rejected_vector_census_sites,existing_live_read,existing_live_read_sites,rejected_live_census_sites,recommended_disjoint_vector_tranche
SWING_REENTER_SIGNAL,True,False,True,False,False,str,green_or_hhll,"[""green_or_hhll""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""green_or_hhll"",""line"":4927,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""green_or_hhll"",""line"":4927,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""green_or_hhll"",""line"":783,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWING_REENTER_SIGNAL,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],03_REENTRY_CAUSAL_STATE
SWING_REENTER_TOLERANCE_PCT,True,False,True,False,False,float,0.0,[0.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.0,""line"":4928,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.0,""line"":4928,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":0.0,""line"":785,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWING_REENTER_TOLERANCE,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],03_REENTRY_CAUSAL_STATE
SWING_START_SIZE,True,False,True,False,False,float,200.0,[200.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":200.0,""line"":4931,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":200.0,""line"":4931,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":200.0,""line"":103,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWING_START_SIZE,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],08_SIZING_EXPOSURE
SYMBOLS,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3580,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3580,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:17544:_load_positions_for_account:attribute""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_ACTIVE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3606,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3606,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14603:load_symbols_files:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_ACTIVE_FILE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3581,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3581,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_ANG_LONG,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3582,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3582,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14582:load_symbols_files:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_ANG_SHORT,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3604,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3604,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,SHORT,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14585:load_symbols_files:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_FILE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":1017,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3579,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""},{""annotation"":""Path"",""default"":null,""line"":1017,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""GLOBAL"",""RECENT_5D""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:51022:main:attribute"",""ez_manage.py:5910:__init__:getattr"",""ez_manage.py:9043:_load_all_symbols_list:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr"",""ez_positions_quick.py:18987:main:attribute"",""tradier_indicators.py:2316:_load_symbols:attribute"",""tradier_indicators.py:2318:_load_symbols:attribute"",""tradier_manage.py:17003:load_symbols:attribute"",""tradier_manage.py:17004:load_symbols:attribute"",""tradier_rankings.py:2160:load_symbols:attribute""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_FIN,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3605,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3605,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14600:load_symbols_files:getattr"",""ez_manage.py:17990:is_symbol_allowed:attribute"",""ez_positions_quick.py:10827:load_symbols_quick:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_FLZ,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3602,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3602,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14594:load_symbols_files:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_INF_LONG,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3583,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3583,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14588:load_symbols_files:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_INF_SHORT,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3584,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3584,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,SHORT,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14591:load_symbols_files:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOLS_MEN,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3603,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3603,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14597:load_symbols_files:getattr"",""ez_positions_quick.py:10828:load_symbols_quick:getattr""]",[],11_CROSS_CUTTING_OTHER
SYMBOL_CONFIGS_FILE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":1032,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3620,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""},{""annotation"":""Path"",""default"":null,""line"":1032,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""GLOBAL"",""RECENT_5D""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:14787:load_symbol_configs:attribute""]",[],11_CROSS_CUTTING_OTHER
SYMBOL_PERF_DECAY_HOURS,True,False,True,False,False,float,12.0,[12.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":12.0,""line"":2229,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":12.0,""line"":2229,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":12.0,""line"":2951,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SYMBOL_PERF_DECAY,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
SYMBOL_PERF_ENABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":2223,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":2223,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":30,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""GLOBAL"",""RECENT_5D""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5630:simulate_one_symbol:getattr""]",[],True,"[""ez_manage.py:20090:execute_trade_action:attribute"",""ez_manage.py:47267:performance_report_loop:attribute"",""ez_manage.py:48098:capital_reallocation_loop:attribute"",""ez_positions_quick.py:1339:calculate_dynamic_quantity:attribute"",""tradier_manage.py:24095:tradier_performance_report_loop:attribute"",""tradier_manage.py:24201:tradier_capital_reallocation_loop:attribute"",""tradier_manage.py:8872:queue_trade_action:attribute""]",[],11_CROSS_CUTTING_OTHER
SYMBOL_PERF_MIN_TRADES,True,False,True,False,False,int,5,[5],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":5,""line"":2225,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":5,""line"":2225,""literal_default_available"":true,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":5,""line"":2954,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""GLOBAL"",""RECENT_5D""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:47286:performance_report_loop:attribute""]",[],11_CROSS_CUTTING_OTHER
SYMBOL_PERF_REFRESH_SECONDS,True,False,True,False,False,float,3600.0,[3600.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":3600.0,""line"":2228,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":3600.0,""line"":2228,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":300.0,""line"":31,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:47343:performance_report_loop:attribute"",""ez_manage.py:48253:capital_reallocation_loop:attribute"",""tradier_manage.py:24127:tradier_performance_report_loop:attribute"",""tradier_manage.py:24259:tradier_capital_reallocation_loop:attribute""]",[],11_CROSS_CUTTING_OTHER
SYMBOL_PERF_WINDOW_DAYS,True,False,True,False,False,int,14,[14],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":14,""line"":2224,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":14,""line"":2224,""literal_default_available"":true,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":14,""line"":2955,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""GLOBAL"",""RECENT_5D""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:47286:performance_report_loop:attribute""]",[],11_CROSS_CUTTING_OTHER
SYMBOL_SIZE_MULTIPLIERS,True,False,True,False,False,"Dict[str, float]",,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Dict[str, float]"",""default"":null,""line"":2405,""literal_default_available"":false,""source"":""config.py"",""type"":""Dict[str, float]""}","[{""annotation"":""Dict[str, float]"",""default"":null,""line"":2405,""literal_default_available"":false,""source"":""config.py"",""type"":""Dict[str, float]""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""SIZING""]",False,SIZING,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:35526:calculate_final_order_quantity:getattr""]",[],08_SIZING_EXPOSURE
SYMBOL_TRACKER_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":3415,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":3415,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS""]","[""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5637:simulate_one_symbol:getattr""]",[],True,"[""ez_manage.py:3326:<module>:getattr"",""tradier_manage.py:25431:_ensure_tradier_all:_cfg""]",[],11_CROSS_CUTTING_OTHER
SYNTHETIC_LOSER_MIN_AGE_MIN,True,False,True,False,False,float,30.0,[30.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":30.0,""line"":4083,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":30.0,""line"":4083,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,SYNTHETIC_LOSER_MIN,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/live_only_signals_batch5.py:189:is_synthetic_loser:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
SYNTHETIC_LOSER_THRESHOLD_PCT,True,False,True,False,False,float,-2.0,[-2.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":-2.0,""line"":4082,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":-2.0,""line"":4082,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,SYNTHETIC_LOSER_THRESHOLD,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/live_only_signals_batch5.py:188:is_synthetic_loser:getattr""]",[],False,[],[],09_TIMING_POSITION_LIFECYCLE
TASK_STAGGER_SECONDS,True,False,True,False,False,int,15,[15],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":15,""line"":3850,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":15,""line"":3850,""literal_default_available"":true,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":15,""line"":2956,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,TASK_STAGGER_SECONDS,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
TF_ALL,True,False,True,False,False,Optional[list],,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Optional[list]"",""default"":null,""line"":482,""literal_default_available"":true,""source"":""config.py"",""type"":""Optional[list]""}","[{""annotation"":""Optional[list]"",""default"":null,""line"":482,""literal_default_available"":true,""source"":""config.py"",""type"":""Optional[list]""},{""annotation"":""Optional[list]"",""default"":null,""line"":2960,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""Optional[list]""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,TF_ALL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
TF_EXCLUDE,True,False,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""RECENT_RESULTS_5D""]","[""RECENT_5D""]",False,TF_EXCLUDE,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
TF_FOCUS,True,False,True,False,False,str,3m,"[""3m""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""3m"",""line"":470,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""3m"",""line"":470,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""3m"",""line"":2961,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""GLOBAL"",""RECENT_5D""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""3m""]",False,[],[],True,"[""ez_manage.py:35018:calculate_final_order_quantity:attribute"",""ez_manage.py:35039:calculate_final_order_quantity:attribute"",""ez_manage.py:35056:calculate_final_order_quantity:attribute"",""ez_manage.py:35072:calculate_final_order_quantity:attribute"",""ez_manage.py:35514:calculate_final_order_quantity:attribute"",""ez_manage.py:44650:process_position:attribute"",""ez_positions_quick.py:2619:rate:attribute""]",[],11_CROSS_CUTTING_OTHER
TF_HTF2,True,False,True,False,False,str,1h,"[""1h""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""1h"",""line"":479,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""1h"",""line"":479,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""4h"",""line"":1408,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""FILTER"",""RECENT_5D""]",False,FILTER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1h""]",False,[],[],True,"[""ez_positions_quick.py:1234:calculate_dynamic_quantity:getattr"",""ez_positions_quick.py:1236:calculate_dynamic_quantity:getattr""]",[],11_CROSS_CUTTING_OTHER
